Module1.name,Module2.name,Module1.size,Module2.size,Module1.proportion.overlap,Module2.proportion.overlap,intersection.size,union.size,genome.size,p.value,odds.ratio,Jaccard.index,FDR,Bonferroni
green,3,534,103,0.103,0.534,55,582,15712,1.49103340748044e-53,36.1532444757371,0.0945017182130584,1.67293948319305e-50,1.67293948319305e-50
pink,5,236,104,0.178,0.404,42,298,15712,6.26644035629204e-50,53.7235055026169,0.140939597315436,3.51547303987984e-47,7.03094607975967e-47
lightyellow,3,130,103,0.146,0.184,19,214,15712,9.65294690235825e-21,31.5398218336782,0.088785046728972,3.61020214148198e-18,1.0830606424446e-17
red,4,517,70,0.048,0.357,25,562,15712,7.85256441548934e-20,17.0926458720899,0.0444839857651246,2.20264431854476e-17,8.81057727417904e-17
red,11,517,98,0.052,0.276,27,588,15712,5.49013902491986e-18,11.729638114652,0.0459183673469388,1.23198719719202e-15,6.15993598596009e-15
skyblue1,8,35,63,0.257,0.143,9,89,15712,9.608788810518e-15,99.6396160329833,0.101123595505618,1.79684350756687e-12,1.07810610454012e-11
yellowgreen,12,72,25,0.097,0.28,7,90,15712,1.41624670974482e-11,93.0018609141156,0.0777777777777778,2.27004115476242e-09,1.58902880833369e-08
darkmagenta,17,148,65,0.068,0.154,10,203,15712,4.65487707850529e-10,20.4069236155367,0.0492610837438424,6.52846510260367e-08,5.22277208208294e-07
darkmagenta,14,148,76,0.061,0.118,9,215,15712,3.8081967340493e-08,14.9670715801111,0.0418604651162791,4.74755192844813e-06,4.27279673560331e-05
darkmagenta,6,148,47,0.047,0.149,7,188,15712,2.61832597627357e-07,19.2581695864552,0.0372340425531915,2.93776174537894e-05,0.000293776174537894
darkmagenta,2,148,56,0.047,0.125,7,197,15712,8.99577569113133e-07,15.7079717319933,0.0355329949238579,9.17569120495396e-05,0.00100932603254494
sienna3,6,72,47,0.069,0.106,5,114,15712,2.31784739320918e-06,27.6842851365542,0.043859649122807,0.000216718731265058,0.0026006247751807
lavenderblush3,17,41,65,0.098,0.062,4,102,15712,2.40778632968841e-05,27.6339447656328,0.0392156862745098,0.00207810481685415,0.0270153626191039
black,15,243,42,0.025,0.143,6,279,15712,4.2338221162879e-05,10.8466053170865,0.021505376344086,0.00339310601033931,0.0475034841447503
plum1,7,69,55,0.058,0.073,4,120,15712,9.812011362318e-05,18.7959690906195,0.0333333333333333,0.00733938449901387,0.110090767485208
purple,13,225,54,0.027,0.111,6,273,15712,0.000117376178160351,8.80801784446169,0.021978021978022,0.00823100449349458,0.131696071895913
mediumpurple3,14,63,76,0.063,0.053,4,135,15712,0.000242561892560411,14.6577351152038,0.0296296296296296,0.0160090849089871,0.272154443452781
white,2,90,56,0.044,0.071,4,142,15712,0.000294504689664663,13.9201883854065,0.028169014084507,0.0183574589890974,0.330434261803752
darkmagenta,3,148,103,0.041,0.058,6,245,15712,0.00042600411841841,6.73481917045162,0.0244897959183673,0.0238988310432728,0.477976620865456
sienna3,14,72,76,0.056,0.053,4,144,15712,0.000405399860420337,12.7076032056803,0.0277777777777778,0.0238988310432728,0.454858643391618
skyblue3,11,70,98,0.057,0.041,4,164,15712,0.000952106910008361,10.0187765956447,0.024390243902439,0.0464462588273644,1
white,14,90,76,0.044,0.053,4,162,15712,0.000942966268484964,10.0393150649884,0.0246913580246914,0.0464462588273644,1
lightyellow,16,130,52,0.031,0.077,4,178,15712,0.000890876416450224,10.2678099321823,0.0224719101123596,0.0464462588273644,0.999563339257151
green,14,534,76,0.017,0.118,9,601,15712,0.00106357725854228,3.86593496969288,0.0149750415973378,0.0497222368368516,1
mediumpurple3,16,63,52,0.048,0.058,3,112,15712,0.00118033597056839,15.9047643203111,0.0267857142857143,0.0529734783591095,1
sienna3,3,72,103,0.056,0.039,4,171,15712,0.00127312851249932,9.23030265536009,0.0233918128654971,0.0549403919624705,1
sienna3,2,72,56,0.042,0.054,3,125,15712,0.00214912250997606,12.7752025926802,0.024,0.0893079798590051,1
plum1,8,69,63,0.043,0.048,3,129,15712,0.0026661890006097,11.7976948511865,0.0232558139534884,0.100533660370054,1
green,2,534,56,0.013,0.125,7,583,15712,0.00276039003932411,4.10042286011193,0.0120068610634648,0.100533660370054,1
steelblue,2,77,56,0.039,0.054,3,130,15712,0.00260306071579753,11.9111687080337,0.0230769230769231,0.100533660370054,1
mediumpurple3,4,63,70,0.048,0.043,3,130,15712,0.00277766797813874,11.620990259042,0.0230769230769231,0.100533660370054,1
red,9,517,46,0.012,0.13,6,557,15712,0.00377812446104544,4.44700257583879,0.0107719928186715,0.132470488915406,1
darkmagenta,4,148,70,0.027,0.057,4,214,15712,0.00428262772820466,6.52052077204029,0.0186915887850467,0.141256447775803,1
purple,9,225,46,0.018,0.087,4,267,15712,0.00417262083802302,6.65363838520283,0.0149812734082397,0.141256447775803,1
plum2,5,50,104,0.06,0.029,3,151,15712,0.00440639542972649,9.82893286934952,0.0198675496688742,0.141256447775803,1
skyblue3,10,70,24,0.029,0.083,2,92,15712,0.00506876379378072,20.857458378789,0.0217391304347826,0.152483908563322,1
green,6,534,47,0.011,0.128,6,575,15712,0.00492916224465341,4.19464719274541,0.0104347826086957,0.152483908563322,1
darkturquoise,7,100,55,0.03,0.055,3,152,15712,0.00516433914920342,9.25084112183911,0.0197368421052632,0.152483908563322,1
indianred4,2,32,56,0.062,0.036,2,86,15712,0.00577845153392281,19.2761785272321,0.0232558139534884,0.166241605668241,1
lightpink4,6,43,47,0.047,0.043,2,88,15712,0.00731483690698306,16.9189882997823,0.0227272727272727,0.205181175240875,1
lightcoral,17,32,65,0.062,0.031,2,95,15712,0.00771627627375151,16.5170540453637,0.0210526315789474,0.211162487296322,1
orange,4,92,70,0.033,0.043,3,159,15712,0.00801397785792183,7.82161946555957,0.0188679245283019,0.214087694204483,1
lightpink4,13,43,54,0.047,0.037,2,95,15712,0.00956684356065107,14.639641735462,0.0210526315789474,0.249627871512802,1
yellow4,8,38,63,0.053,0.032,2,99,15712,0.010137402902837,14.2110278554135,0.0202020202020202,0.258503774022343,1
coral1,17,40,65,0.05,0.031,2,103,15712,0.0118798418009669,13.0271261784061,0.0194174757281553,0.296204055570776,1
darkmagenta,13,148,54,0.02,0.056,3,199,15712,0.0143095637666277,6.29121207940773,0.0150753768844221,0.341602777577792,1
purple,17,225,65,0.018,0.062,4,286,15712,0.0140319746659508,4.57636751651863,0.013986013986014,0.341602777577792,1
darkmagenta,7,148,55,0.02,0.055,3,200,15712,0.015032661936729,6.16988060778733,0.015,0.35138847277104,1
cyan,16,169,52,0.018,0.058,3,218,15712,0.0183823079329937,5.71286182857537,0.0137614678899083,0.404755421560472,1
purple,4,225,70,0.018,0.057,4,291,15712,0.0179872402720903,4.22773243915537,0.013745704467354,0.404755421560472,1
midnightblue,1,165,20,0.012,0.1,2,183,15712,0.0183979737072942,10.5791392580512,0.0109289617486339,0.404755421560472,1
royalblue,14,117,76,0.026,0.039,3,190,15712,0.0190853614794126,5.59391712879566,0.0157894736842105,0.411803376536556,1
mediumpurple3,7,63,55,0.032,0.036,2,116,15712,0.0205021381372732,9.64275641025759,0.0172413793103448,0.434026396038123,1
green,17,534,65,0.011,0.092,6,593,15712,0.0227941034237662,2.91162549074005,0.0101180438448567,0.464999709844831,1
skyblue1,5,35,104,0.057,0.019,2,137,15712,0.022401837476141,9.25049058997802,0.0145985401459854,0.464999709844831,1
saddlebrown,9,81,46,0.025,0.043,2,125,15712,0.0234656914279419,8.96435271832868,0.016,0.470151888966979,1
ivory,17,58,65,0.034,0.031,2,121,15712,0.0240075225108997,8.83446685617998,0.0165289256198347,0.472569127319815,1
darkolivegreen,9,218,46,0.014,0.065,3,261,15712,0.0258256427486519,5.01239557838522,0.0114942528735632,0.475022478098155,1
plum1,2,69,56,0.029,0.036,2,123,15712,0.0251319170931907,8.61354498597213,0.016260162601626,0.475022478098155,1
sienna3,13,72,54,0.028,0.037,2,124,15712,0.0254200961349051,8.56095053338683,0.0161290322580645,0.475022478098155,1
lightsteelblue1,8,62,63,0.032,0.032,2,123,15712,0.0256454132583856,8.51473513167057,0.016260162601626,0.475022478098155,1
ivory,4,58,70,0.034,0.029,2,126,15712,0.0275499597463934,8.18192049253316,0.0158730158730159,0.49856540057183,1
white,9,90,46,0.022,0.043,2,134,15712,0.0285300304230778,8.04308657249817,0.0149253731343284,0.508106256106242,1
purple,6,225,47,0.013,0.064,3,269,15712,0.0296113830875175,4.74161008134842,0.0111524163568773,0.519124559753041,1
skyblue,16,82,52,0.024,0.038,2,132,15712,0.0301480593862911,7.78686708745415,0.0151515151515152,0.520401886637209,1
ivory,14,58,76,0.034,0.026,2,132,15712,0.0320598498108953,7.51657574314312,0.0151515151515152,0.54501744678522,1
plum1,17,69,65,0.029,0.031,2,132,15712,0.0331012196682935,7.37966623444702,0.0151515151515152,0.546170124526843,1
lightcyan1,14,59,76,0.034,0.026,2,133,15712,0.0330826208266097,7.38446434059924,0.0150375939849624,0.546170124526843,1
blue,13,1107,54,0.007,0.148,8,1153,15712,0.0342517776913287,2.30387941422771,0.00693842150910668,0.549768294053672,1
grey60,15,920,42,0.007,0.143,6,956,15712,0.0342992696824929,2.69028800551908,0.00627615062761506,0.549768294053672,1
pink,1,236,20,0.008,0.1,2,254,15712,0.0357353499995238,7.33861032144011,0.0078740157480315,0.557595885784979,1
sienna3,17,72,65,0.028,0.031,2,135,15712,0.0357815541680201,7.06287190178335,0.0148148148148148,0.557595885784979,1
skyblue3,4,70,70,0.029,0.029,2,138,15712,0.0389048918206672,6.73318765233917,0.0144927536231884,0.574359060826166,1
green,7,534,55,0.009,0.091,5,584,15712,0.0384641697572473,2.85939771981111,0.00856164383561644,0.574359060826166,1
purple,16,225,52,0.013,0.058,3,274,15712,0.0383310470573046,4.25676996570309,0.0109489051094891,0.574359060826166,1
orangered4,14,64,76,0.031,0.026,2,138,15712,0.0383843552759646,6.78581968264435,0.0144927536231884,0.574359060826166,1
white,7,90,55,0.022,0.036,2,143,15712,0.0396066500417419,6.67378763502755,0.013986013986014,0.577125472036811,1
thistle2,5,49,104,0.041,0.019,2,151,15712,0.0417185058716653,6.48963203580024,0.0132450331125828,0.600104661384724,1
brown4,11,55,98,0.036,0.02,2,151,15712,0.046183214928304,6.11473363349962,0.0132450331125828,0.655918571513381,1
green,12,534,25,0.006,0.12,3,556,15712,0.0515848442084874,3.89169219672236,0.00539568345323741,0.723477440024036,1
white,17,90,65,0.022,0.031,2,153,15712,0.0534887296787786,5.61126259522316,0.0130718954248366,0.731882374385238,1
darkgreen,7,106,55,0.019,0.036,2,159,15712,0.0531310047265415,5.64165634100058,0.0125786163522013,0.731882374385238,1
yellow4,10,38,24,0.026,0.042,1,61,15712,0.0564988936212351,18.3742038934297,0.0163934426229508,0.763756128229226,1
darkmagenta,15,148,42,0.014,0.048,2,188,15712,0.0593961141477119,5.3157502580161,0.0106382978723404,0.784028706749797,1
darkgrey,8,98,63,0.02,0.032,2,159,15712,0.0588384114502904,5.31113559482757,0.0125786163522013,0.784028706749797,1
lavenderblush3,12,41,25,0.024,0.04,1,65,15712,0.0632810923641779,16.2782890915689,0.0153846153846154,0.825597507355902,1
thistle2,10,49,24,0.02,0.042,1,72,15712,0.072274338463312,14.1580237906551,0.0138888888888889,0.932089744319955,1
orange,14,92,76,0.022,0.026,2,166,15712,0.0731565437872022,4.66736551359025,0.0120481927710843,0.932745933286828,1
turquoise,4,2317,70,0.002,0.057,4,2383,15712,0.994866459520728,0.349266484808796,0.00167855644146034,1,1
turquoise,15,2317,42,0.003,0.143,6,2353,15712,0.600058104460598,0.963433837133535,0.00254993625159371,1,1
turquoise,7,2317,55,0.002,0.073,4,2368,15712,0.970722304323666,0.452496574630132,0.00168918918918919,1,1
turquoise,3,2317,103,0.002,0.049,5,2415,15712,0.999643114154968,0.293447804595332,0.0020703933747412,1,1
turquoise,13,2317,54,0.003,0.111,6,2365,15712,0.827427482139896,0.721941824330562,0.0025369978858351,1,1
turquoise,5,2317,104,0.006,0.135,14,2407,15712,0.686138703962744,0.898658852876585,0.00581636892397175,1,1
turquoise,8,2317,63,0.005,0.175,11,2369,15712,0.321275563637825,1.22397573119883,0.00464330941325454,1,1
turquoise,2,2317,56,0.003,0.143,8,2365,15712,0.596433716350749,0.963402120817673,0.00338266384778013,1,1
turquoise,14,2317,76,0.003,0.092,7,2386,15712,0.944432156084627,0.585261770102059,0.00293378038558257,1,1
turquoise,9,2317,46,0.001,0.043,2,2361,15712,0.994229515781669,0.262157615158421,0.000847098686997035,1,1
turquoise,11,2317,98,0.006,0.133,13,2402,15712,0.703358726770448,0.883556749468275,0.00541215653621982,1,1
turquoise,12,2317,25,0.001,0.08,2,2340,15712,0.901543025999044,0.502300749484136,0.000854700854700855,1,1
turquoise,16,2317,52,0.003,0.115,6,2363,15712,0.798673551636331,0.753441639765088,0.00253914515446466,1,1
turquoise,17,2317,65,0.004,0.138,9,2373,15712,0.63457444235292,0.92883136143125,0.00379266750948167,1,1
turquoise,1,2317,20,0.001,0.1,2,2335,15712,0.816734736592092,0.64206122892939,0.000856531049250535,1,1
turquoise,6,2317,47,0.002,0.085,4,2360,15712,0.930833622302343,0.537003742230343,0.00169491525423729,1,1
turquoise,10,2317,24,0.002,0.208,5,2336,15712,0.274166584885888,1.52243954966762,0.00214041095890411,1,1
bisque4,4,145,70,0,0,0,215,15712,1,0,0,1,1
bisque4,15,145,42,0,0,0,187,15712,1,0,0,1,1
bisque4,7,145,55,0,0,0,200,15712,1,0,0,1,1
bisque4,3,145,103,0,0,0,248,15712,1,0,0,1,1
bisque4,13,145,54,0,0,0,199,15712,1,0,0,1,1
bisque4,5,145,104,0,0,0,249,15712,1,0,0,1,1
bisque4,8,145,63,0.007,0.016,1,207,15712,0.44304065777997,1.73658676672355,0.00483091787439614,1,1
bisque4,2,145,56,0,0,0,201,15712,1,0,0,1,1
bisque4,14,145,76,0,0,0,221,15712,1,0,0,1,1
bisque4,9,145,46,0,0,0,191,15712,1,0,0,1,1
bisque4,11,145,98,0.014,0.02,2,241,15712,0.22884205839485,2.25375043249516,0.00829875518672199,1,1
bisque4,12,145,25,0,0,0,170,15712,1,0,0,1,1
bisque4,16,145,52,0,0,0,197,15712,1,0,0,1,1
bisque4,17,145,65,0.007,0.015,1,209,15712,0.45331447893783,1.68210242094702,0.00478468899521531,1,1
bisque4,1,145,20,0,0,0,165,15712,1,0,0,1,1
bisque4,6,145,47,0,0,0,192,15712,1,0,0,1,1
bisque4,10,145,24,0,0,0,169,15712,1,0,0,1,1
brown,4,898,70,0.002,0.029,2,966,15712,0.915268082850966,0.484063144482583,0.0020703933747412,1,1
brown,15,898,42,0.003,0.071,3,937,15712,0.433590985242242,1.26985221822473,0.0032017075773746,1,1
brown,7,898,55,0.003,0.055,3,950,15712,0.61576855291485,0.951571038187515,0.00315789473684211,1,1
brown,3,898,103,0,0,0,1001,15712,1,0,0,1,1
brown,13,898,54,0.003,0.056,3,949,15712,0.603224935636026,0.970294138613266,0.00316122233930453,1,1
brown,5,898,104,0.003,0.029,3,999,15712,0.941289003306769,0.488290691375752,0.003003003003003,1,1
brown,8,898,63,0.006,0.079,5,956,15712,0.291171156426626,1.42443632986989,0.00523012552301255,1,1
brown,2,898,56,0.001,0.018,1,953,15712,0.963178447855562,0.299172744321589,0.00104931794333683,1,1
brown,14,898,76,0.001,0.013,1,973,15712,0.988709453108177,0.219097281880286,0.00102774922918808,1,1
brown,9,898,46,0.003,0.065,3,941,15712,0.493673916409341,1.15142367515746,0.00318809776833156,1,1
brown,11,898,98,0.002,0.02,2,994,15712,0.978568764491018,0.342230342666044,0.00201207243460765,1,1
brown,12,898,25,0.003,0.12,3,920,15712,0.16912648140282,2.25370133452428,0.00326086956521739,1,1
brown,16,898,52,0.003,0.058,3,947,15712,0.577338410640806,1.01003339540184,0.00316789862724393,1,1
brown,17,898,65,0,0,0,963,15712,1,0,0,1,1
brown,1,898,20,0,0,0,918,15712,1,0,0,1,1
brown,6,898,47,0,0,0,945,15712,1,0,0,1,1
brown,10,898,24,0,0,0,922,15712,1,0,0,1,1
skyblue3,15,70,42,0,0,0,112,15712,1,0,0,1,1
skyblue3,7,70,55,0,0,0,125,15712,1,0,0,1,1
skyblue3,3,70,103,0,0,0,173,15712,1,0,0,1,1
skyblue3,13,70,54,0.014,0.019,1,123,15712,0.214571988357693,4.26194771817347,0.00813008130081301,1,1
skyblue3,5,70,104,0,0,0,174,15712,1,0,0,1,1
skyblue3,8,70,63,0,0,0,133,15712,1,0,0,1,1
skyblue3,2,70,56,0,0,0,126,15712,1,0,0,1,1
skyblue3,14,70,76,0,0,0,146,15712,1,0,0,1,1
skyblue3,9,70,46,0.014,0.022,1,115,15712,0.185916342422926,5.02192963883971,0.00869565217391304,1,1
skyblue3,12,70,25,0,0,0,95,15712,1,0,0,1,1
skyblue3,16,70,52,0.014,0.019,1,121,15712,0.207502692173788,4.42992256749915,0.00826446280991736,1,1
skyblue3,17,70,65,0,0,0,135,15712,1,0,0,1,1
skyblue3,1,70,20,0,0,0,90,15712,1,0,0,1,1
skyblue3,6,70,47,0,0,0,117,15712,1,0,0,1,1
red,15,517,42,0,0,0,559,15712,1,0,0,1,1
red,7,517,55,0.008,0.073,4,568,15712,0.1066812362499,2.31510469288737,0.00704225352112676,1,1
red,3,517,103,0,0,0,620,15712,1,0,0,1,1
red,13,517,54,0.008,0.074,4,567,15712,0.101408330902706,2.36158868954565,0.00705467372134039,1,1
red,5,517,104,0.008,0.038,4,617,15712,0.448287717780322,1.1769833841963,0.00648298217179903,1,1
red,8,517,63,0,0,0,580,15712,1,0,0,1,1
red,2,517,56,0.002,0.018,1,572,15712,0.84695282831512,0.533487533787105,0.00174825174825175,1,1
red,14,517,76,0.006,0.039,3,590,15712,0.458823568779271,1.20903290417822,0.00508474576271186,1,1
red,12,517,25,0.002,0.04,1,541,15712,0.567039365713615,1.22502905119194,0.00184842883548983,1,1
red,16,517,52,0.004,0.038,2,567,15712,0.514210130213102,1.17629603110829,0.00352733686067019,1,1
red,17,517,65,0.006,0.046,3,579,15712,0.361504622801114,1.42453477935855,0.00518134715025907,1,1
red,1,517,20,0.004,0.1,2,535,15712,0.139281542529759,3.2739575170889,0.00373831775700935,1,1
red,6,517,47,0.004,0.043,2,562,15712,0.460891308819836,1.30741600764238,0.00355871886120996,1,1
red,10,517,24,0.002,0.042,1,540,15712,0.55228485724838,1.27837111390826,0.00185185185185185,1,1
blue,4,1107,70,0.005,0.071,5,1172,15712,0.553905835940029,1.01493881476269,0.00426621160409556,1,1
blue,15,1107,42,0,0,0,1149,15712,1,0,0,1,1
blue,7,1107,55,0.001,0.018,1,1161,15712,0.98214596718052,0.243649815224423,0.000861326442721792,1,1
blue,3,1107,103,0.002,0.019,2,1208,15712,0.995341024760735,0.259929642297896,0.00165562913907285,1,1
blue,5,1107,104,0.005,0.058,6,1205,15712,0.749852294644143,0.806705864864324,0.0049792531120332,1,1
blue,8,1107,63,0.003,0.048,3,1167,15712,0.83020716506396,0.658734440907131,0.0025706940874036,1,1
blue,2,1107,56,0,0,0,1163,15712,1,0,0,1,1
blue,14,1107,76,0.003,0.039,3,1180,15712,0.910832295762123,0.540936145774421,0.00254237288135593,1,1
blue,9,1107,46,0.005,0.109,5,1148,15712,0.221326525759012,1.61162976160579,0.00435540069686411,1,1
blue,11,1107,98,0.004,0.041,4,1201,15712,0.921407242340287,0.559815653886013,0.00333055786844296,1,1
blue,12,1107,25,0.002,0.08,2,1130,15712,0.534173549363808,1.14749985787581,0.00176991150442478,1,1
blue,16,1107,52,0.001,0.019,1,1158,15712,0.977753569191214,0.258035078468352,0.000863557858376511,1,1
blue,17,1107,65,0.001,0.015,1,1171,15712,0.991425955379726,0.205438818998352,0.00085397096498719,1,1
blue,1,1107,20,0,0,0,1127,15712,1,0,0,1,1
blue,6,1107,47,0.001,0.021,1,1153,15712,0.967905925996602,0.286180075405874,0.000867302688638335,1,1
blue,10,1107,24,0.002,0.083,2,1129,15712,0.511959248123882,1.19973693631144,0.00177147918511957,1,1
darkorange2,4,128,70,0,0,0,198,15712,1,0,0,1,1
darkorange2,15,128,42,0,0,0,170,15712,1,0,0,1,1
darkorange2,7,128,55,0.008,0.018,1,182,15712,0.362804243140919,2.26431866016267,0.0054945054945055,1,1
darkorange2,3,128,103,0,0,0,231,15712,1,0,0,1,1
darkorange2,13,128,54,0,0,0,182,15712,1,0,0,1,1
darkorange2,5,128,104,0.008,0.01,1,231,15712,0.574092367998974,1.18345642034379,0.00432900432900433,1,1
darkorange2,8,128,63,0.008,0.016,1,190,15712,0.403313821112246,1.97117786778498,0.00526315789473684,1,1
darkorange2,2,128,56,0,0,0,184,15712,1,0,0,1,1
darkorange2,14,128,76,0,0,0,204,15712,1,0,0,1,1
darkorange2,9,128,46,0,0,0,174,15712,1,0,0,1,1
darkorange2,11,128,98,0.016,0.02,2,224,15712,0.190084546752809,2.56057750152967,0.00892857142857143,1,1
darkorange2,12,128,25,0,0,0,153,15712,1,0,0,1,1
darkorange2,16,128,52,0.008,0.019,1,179,15712,0.346919542381087,2.39812697103441,0.00558659217877095,1,1
darkorange2,17,128,65,0,0,0,193,15712,1,0,0,1,1
darkorange2,1,128,20,0,0,0,148,15712,1,0,0,1,1
darkorange2,6,128,47,0,0,0,175,15712,1,0,0,1,1
darkorange2,10,128,24,0,0,0,152,15712,1,0,0,1,1
greenyellow,4,315,70,0,0,0,385,15712,1,0,0,1,1
greenyellow,15,315,42,0.006,0.048,2,355,15712,0.205703990941881,2.45279354352323,0.00563380281690141,1,1
greenyellow,7,315,55,0.003,0.018,1,369,15712,0.67234753540832,0.904876838889094,0.002710027100271,1,1
greenyellow,3,315,103,0.003,0.01,1,417,15712,0.876662767360897,0.477566994878221,0.00239808153477218,1,1
greenyellow,13,315,54,0,0,0,369,15712,1,0,0,1,1
greenyellow,5,315,104,0,0,0,419,15712,1,0,0,1,1
greenyellow,8,315,63,0.006,0.032,2,376,15712,0.361152856878815,1.60637299286744,0.00531914893617021,1,1
greenyellow,2,315,56,0,0,0,371,15712,1,0,0,1,1
greenyellow,14,315,76,0,0,0,391,15712,1,0,0,1,1
greenyellow,9,315,46,0,0,0,361,15712,1,0,0,1,1
greenyellow,11,315,98,0.003,0.01,1,412,15712,0.863429914983435,0.50234624606344,0.00242718446601942,1,1
greenyellow,12,315,25,0.003,0.04,1,339,15712,0.397515113509686,2.03980816843158,0.00294985250737463,1,1
greenyellow,16,315,52,0.003,0.019,1,366,15712,0.65175110908439,0.958289028242615,0.00273224043715847,1,1
greenyellow,17,315,65,0.003,0.015,1,379,15712,0.732624217368056,0.762998836652392,0.00263852242744063,1,1
greenyellow,1,315,20,0,0,0,335,15712,1,0,0,1,1
greenyellow,6,315,47,0,0,0,362,15712,1,0,0,1,1
greenyellow,10,315,24,0,0,0,339,15712,1,0,0,1,1
darkolivegreen,4,218,70,0,0,0,288,15712,1,0,0,1,1
darkolivegreen,15,218,42,0.005,0.024,1,259,15712,0.444336377339262,1.73679318071745,0.00386100386100386,1,1
darkolivegreen,7,218,55,0,0,0,273,15712,1,0,0,1,1
darkolivegreen,3,218,103,0,0,0,321,15712,1,0,0,1,1
darkolivegreen,13,218,54,0,0,0,272,15712,1,0,0,1,1
darkolivegreen,5,218,104,0,0,0,322,15712,1,0,0,1,1
darkolivegreen,8,218,63,0.005,0.016,1,280,15712,0.586038887970766,1.14700734276829,0.00357142857142857,1,1
darkolivegreen,2,218,56,0,0,0,274,15712,1,0,0,1,1
darkolivegreen,14,218,76,0,0,0,294,15712,1,0,0,1,1
darkolivegreen,11,218,98,0.005,0.01,1,315,15712,0.746785982282775,0.731496003220144,0.00317460317460317,1,1
darkolivegreen,12,218,25,0,0,0,243,15712,1,0,0,1,1
darkolivegreen,16,218,52,0.005,0.019,1,269,15712,0.516995259228966,1.39534835599741,0.00371747211895911,1,1
darkolivegreen,17,218,65,0.005,0.015,1,282,15712,0.597492372855058,1.11102241140689,0.00354609929078014,1,1
darkolivegreen,1,218,20,0,0,0,238,15712,1,0,0,1,1
darkolivegreen,6,218,47,0,0,0,265,15712,1,0,0,1,1
darkolivegreen,10,218,24,0,0,0,242,15712,1,0,0,1,1
grey60,4,920,70,0,0,0,990,15712,1,0,0,1,1
grey60,7,920,55,0.004,0.073,4,971,15712,0.403536559345671,1.26215760868989,0.00411946446961895,1,1
grey60,3,920,103,0.002,0.019,2,1021,15712,0.985410123129348,0.316910805528916,0.0019588638589618,1,1
grey60,13,920,54,0.001,0.019,1,973,15712,0.961762699929264,0.302619407702025,0.00102774922918808,1,1
grey60,5,920,104,0.005,0.048,5,1019,15712,0.735831800076745,0.811010088441758,0.00490677134445535,1,1
grey60,8,920,63,0.004,0.063,4,979,15712,0.508150105160517,1.09041742309189,0.00408580183861083,1,1
grey60,2,920,56,0.001,0.018,1,975,15712,0.966124164550669,0.291575720625413,0.00102564102564103,1,1
grey60,14,920,76,0.002,0.026,2,994,15712,0.942020074181104,0.433331864112345,0.00201207243460765,1,1
grey60,9,920,46,0.001,0.022,1,965,15712,0.937940709746342,0.356610528955209,0.00103626943005181,1,1
grey60,11,920,98,0.003,0.031,3,1015,15712,0.931701056506094,0.506123618442418,0.00295566502463054,1,1
grey60,12,920,25,0,0,0,945,15712,1,0,0,1,1
grey60,16,920,52,0.001,0.019,1,971,15712,0.956840391288253,0.314529247752762,0.00102986611740474,1,1
grey60,17,920,65,0.002,0.031,2,983,15712,0.90062147701997,0.509355047638658,0.00203458799593082,1,1
grey60,1,920,20,0,0,0,940,15712,1,0,0,1,1
grey60,6,920,47,0,0,0,967,15712,1,0,0,1,1
grey60,10,920,24,0.002,0.083,2,942,15712,0.414280197477233,1.46260611444034,0.00212314225053079,1,1
orangered3,4,34,70,0,0,0,104,15712,1,0,0,1,1
orangered3,15,34,42,0,0,0,76,15712,1,0,0,1,1
orangered3,7,34,55,0.029,0.018,1,88,15712,0.112504398680115,8.76368977991923,0.0113636363636364,1,1
orangered3,3,34,103,0,0,0,137,15712,1,0,0,1,1
orangered3,13,34,54,0.029,0.019,1,87,15712,0.110573084647564,8.92987970499718,0.0114942528735632,1,1
orangered3,5,34,104,0,0,0,138,15712,1,0,0,1,1
orangered3,8,34,63,0,0,0,97,15712,1,0,0,1,1
orangered3,2,34,56,0.029,0.018,1,89,15712,0.114431642114044,8.60375549699167,0.0112359550561798,1,1
orangered3,14,34,76,0,0,0,110,15712,1,0,0,1,1
orangered3,9,34,46,0,0,0,80,15712,1,0,0,1,1
orangered3,11,34,98,0,0,0,132,15712,1,0,0,1,1
orangered3,12,34,25,0,0,0,59,15712,1,0,0,1,1
orangered3,16,34,52,0,0,0,86,15712,1,0,0,1,1
orangered3,17,34,65,0,0,0,99,15712,1,0,0,1,1
orangered3,1,34,20,0,0,0,54,15712,1,0,0,1,1
orangered3,6,34,47,0.029,0.021,1,80,15712,0.0969392072962141,10.2930548347357,0.0125,1,1
orangered3,10,34,24,0,0,0,58,15712,1,0,0,1,1
plum1,4,69,70,0,0,0,139,15712,1,0,0,1,1
plum1,15,69,42,0.014,0.024,1,110,15712,0.168973287946652,5.59445358860082,0.00909090909090909,1,1
plum1,3,69,103,0.014,0.01,1,171,15712,0.365429396785295,2.24044788924356,0.00584795321637427,1,1
plum1,13,69,54,0,0,0,123,15712,1,0,0,1,1
plum1,5,69,104,0,0,0,173,15712,1,0,0,1,1
plum1,14,69,76,0.014,0.013,1,144,15712,0.284873136929848,3.05208777968991,0.00694444444444444,1,1
plum1,9,69,46,0,0,0,115,15712,1,0,0,1,1
plum1,11,69,98,0,0,0,167,15712,1,0,0,1,1
plum1,12,69,25,0,0,0,94,15712,1,0,0,1,1
plum1,16,69,52,0,0,0,121,15712,1,0,0,1,1
