metavar,cluster,gene,statistic,p.value,FDR
mut,all,ANKDD1A,5,1,1
mut,all,ANKRD22,7,0.4,0.918518518518518
mut,all,ANKRD26,7,0.4,0.918518518518518
mut,all,ANKRD28,8,0.2,0.918518518518518
mut,all,ANKRD32,6,0.7,0.918518518518518
mut,all,ANKRD37,6,0.7,0.918518518518518
mut,all,ANKRD46,6,0.7,0.918518518518518
mut,all,ANO10,7,0.4,0.918518518518518
mut,all,ANXA1,6,0.7,0.918518518518518
mut,all,ANXA2,4,1,1
mut,all,ANXA2R,7,0.4,0.918518518518518
mut,all,AP1S3,7,0.4,0.918518518518518
mut,all,AP3M1,5,1,1
mut,all,AP5M1,5,1,1
mut,all,APBB3,5,1,1
mut,all,API5,6,0.7,0.918518518518518
mut,all,APOA1,7,0.4,0.918518518518518
mut,all,APOBEC3A,7,0.4,0.918518518518518
mut,all,APOBEC3B,6,0.7,0.918518518518518
mut,all,APOBEC3C,6,0.7,0.918518518518518
mut,all,APOBEC3G,7,0.4,0.918518518518518
mut,all,APOE,7,0.4,0.918518518518518
mut,all,APOL2,7,0.4,0.918518518518518
mut,all,APOL3,5,1,1
mut,all,AQP9,6,0.7,0.918518518518518
mut,all,AREG,7,0.4,0.918518518518518
mut,all,ARHGAP11A,4,1,1
mut,all,ARHGAP22,7,0.4,0.918518518518518
mut,all,ARHGAP31,7,0.4,0.918518518518518
mut,all,ARHGAP33,7,0.4,0.918518518518518
mut,all,ARHGAP6,6,0.7,0.918518518518518
mut,all,ARHGEF37,6,0.7,0.918518518518518
mut,all,ARHGEF40,6,0.7,0.918518518518518
mut,all,ARHGEF9,6,0.7,0.918518518518518
mut,all,ARID3A,5,1,1
mut,all,ARID5A,7,0.4,0.918518518518518
mut,all,ARID5B,5,1,1
mut,all,ARL2,7,0.4,0.918518518518518
mut,all,ARL4A,6,0.7,0.918518518518518
mut,all,ARL4C,5,1,1
mut,all,ARL4D,7,0.4,0.918518518518518
mut,all,ARRDC3,6,0.7,0.918518518518518
mut,all,ASCC3,6,0.7,0.918518518518518
mut,all,ASGR2,5,1,1
mut,all,ASRGL1,6,0.7,0.918518518518518
mut,all,ATF2,6,0.7,0.918518518518518
mut,all,ATF3,5,1,1
mut,all,ATF5,6,0.7,0.918518518518518
mut,all,ATF7IP2,5,1,1
mut,all,ATG2B,6,0.7,0.918518518518518
mut,all,ATG9B,7,0.4,0.918518518518518
mut,all,ATMIN,5,1,1
mut,all,ATP10A,7,0.4,0.918518518518518
mut,all,ATP1B1,8,0.2,0.918518518518518
mut,all,ATP2B1,8,0.2,0.918518518518518
mut,all,ATP5B,7,0.4,0.918518518518518
mut,all,ATP5SL,7,0.4,0.918518518518518
mut,all,ATP8B3,6,0.7,0.918518518518518
mut,all,ATRIP,6,0.7,0.918518518518518
mut,all,ATXN7L1,6,0.7,0.918518518518518
mut,all,ATXN7L3B,7,0.4,0.918518518518518
mut,all,AVL9,6,0.7,0.918518518518518
mut,all,B2M,3,0.7,0.918518518518518
mut,all,B3GALNT1,7,0.4,0.918518518518518
mut,all,B4GALT1,6,0.7,0.918518518518518
mut,all,B4GALT7,7,0.4,0.918518518518518
mut,all,BAG5,7,0.4,0.918518518518518
mut,all,BAI3,6,0.7,0.918518518518518
mut,all,BANK1,7,0.4,0.918518518518518
mut,all,BASP1,6,0.7,0.918518518518518
mut,all,BATF,6,0.7,0.918518518518518
mut,all,BATF3,6,0.7,0.918518518518518
mut,all,BAZ2B,7,0.4,0.918518518518518
mut,all,BBX,6,0.7,0.918518518518518
mut,all,BCAS4,7,0.4,0.918518518518518
mut,all,BCL11A,6,0.7,0.918518518518518
mut,all,BCL2,7,0.4,0.918518518518518
mut,all,BCL2A1,6,0.7,0.918518518518518
mut,all,BCL7A,6,0.7,0.918518518518518
mut,all,BDP1,5,1,1
mut,all,BEGAIN,4,1,1
mut,all,BEX4,8,0.2,0.918518518518518
mut,all,BHLHE40,7,0.4,0.918518518518518
mut,all,BICC1,7,0.4,0.918518518518518
mut,all,BID,7,0.4,0.918518518518518
mut,all,BIRC3,6,0.7,0.918518518518518
mut,all,BLK,7,0.4,0.918518518518518
mut,all,BLOC1S3,6,0.7,0.918518518518518
mut,all,BLVRA,5,1,1
mut,all,BMP1,7,0.4,0.918518518518518
mut,all,BMP2K,5,1,1
mut,all,BPI,4,1,1
mut,all,BPNT1,6,0.7,0.918518518518518
mut,all,BRD8,7,0.4,0.918518518518518
mut,all,BRI3BP,7,0.4,0.918518518518518
mut,all,BTBD11,5,1,1
mut,all,BTD,7,0.4,0.918518518518518
mut,all,BTG2,8,0.2,0.918518518518518
mut,all,BTNL8,6,0.7,0.918518518518518
mut,all,BTNL9,5,1,1
mut,all,BYSL,6,0.7,0.918518518518518
mut,all,BZRAP1,5,1,1
mut,all,BZW2,5,1,1
mut,all,C10orf111,6,0.7,0.918518518518518
mut,all,C10orf118,5,1,1
mut,all,C10orf128,6,0.7,0.918518518518518
mut,all,C11orf21,6,0.7,0.918518518518518
mut,all,C11orf35,6,0.7,0.918518518518518
mut,all,C11orf63,6,0.7,0.918518518518518
mut,all,C12orf4,5,1,1
mut,all,C12orf45,5,1,1
mut,all,C12orf49,6,0.7,0.918518518518518
mut,all,C12orf5,5,1,1
mut,all,C12orf57,5,1,1
mut,all,C12orf65,7,0.4,0.918518518518518
mut,all,C14orf182,6,0.7,0.918518518518518
mut,all,C15orf38,5,1,1
mut,all,C15orf48,7,0.4,0.918518518518518
mut,all,C16orf54,7,0.4,0.918518518518518
mut,all,C16orf58,6,0.7,0.918518518518518
mut,all,C16orf72,6,0.7,0.918518518518518
mut,all,C17orf103,4,1,1
mut,all,C17orf104,6,0.7,0.918518518518518
mut,all,C17orf107,6,0.7,0.918518518518518
mut,all,C17orf51,2,0.4,0.918518518518518
mut,all,C17orf59,6,0.7,0.918518518518518
mut,all,C18orf8,7,0.4,0.918518518518518
mut,all,C19orf33,7,0.4,0.918518518518518
mut,all,C19orf59,5,1,1
mut,all,C1QA,5,1,1
mut,all,C1QB,7,0.4,0.918518518518518
mut,all,C1QBP,8,0.2,0.918518518518518
mut,all,C1QC,6,0.7,0.918518518518518
mut,all,C1orf21,7,0.4,0.918518518518518
mut,all,C1orf213,6,0.7,0.918518518518518
mut,all,C1orf35,6,0.7,0.918518518518518
mut,all,C1orf54,7,0.4,0.918518518518518
mut,all,C1orf56,3,0.7,0.918518518518518
mut,all,C1orf61,7,0.4,0.918518518518518
mut,all,C2,6,0.7,0.918518518518518
mut,all,C20orf201,7,0.4,0.918518518518518
mut,all,C22orf29,6,0.7,0.918518518518518
mut,all,C2orf27A,6,0.7,0.918518518518518
mut,all,C2orf44,6,0.7,0.918518518518518
mut,all,C2orf62,6,0.7,0.918518518518518
mut,all,C2orf88,3,0.7,0.918518518518518
mut,all,C3AR1,7,0.4,0.918518518518518
mut,all,C3orf14,6,0.7,0.918518518518518
mut,all,C4orf33,7,0.4,0.918518518518518
mut,all,C4orf46,6,0.7,0.918518518518518
mut,all,C5,7,0.4,0.918518518518518
mut,all,C5AR1,6,0.7,0.918518518518518
mut,all,C5orf45,7,0.4,0.918518518518518
mut,all,C6orf120,6,0.7,0.918518518518518
mut,all,C6orf48,5,1,1
mut,all,C8orf58,6,0.7,0.918518518518518
mut,all,C9orf47,1,0.2,0.918518518518518
mut,all,C9orf69,5,1,1
mut,all,C9orf9,5,1,1
mut,all,CABIN1,7,0.4,0.918518518518518
mut,all,CACFD1,8,0.2,0.918518518518518
mut,all,CACNA2D3,7,0.4,0.918518518518518
mut,all,CACNB4,6,0.7,0.918518518518518
mut,all,CALHM2,5,1,1
mut,all,CALML4,7,0.4,0.918518518518518
mut,all,CALR,7,0.4,0.918518518518518
mut,all,CAMK1,6,0.7,0.918518518518518
mut,all,CAMK1D,7,0.4,0.918518518518518
mut,all,CAMP,7,0.4,0.918518518518518
mut,all,CAND1,5,1,1
mut,all,CAPZA1,6,0.7,0.918518518518518
mut,all,CARF,6,0.7,0.918518518518518
mut,all,CASP10,5,1,1
mut,all,CASP5,7,0.4,0.918518518518518
mut,all,CATSPER1,6,0.7,0.918518518518518
mut,all,CBLL1,7,0.4,0.918518518518518
mut,all,CBLN3,6,0.7,0.918518518518518
mut,all,CBR4,5,1,1
mut,all,CBY1,4,1,1
mut,all,CCDC122,5,1,1
mut,all,CCDC13,7,0.4,0.918518518518518
mut,all,CCDC137,5,1,1
mut,all,CCDC146,7,0.4,0.918518518518518
mut,all,CCDC149,4,1,1
mut,all,CCDC15,7,0.4,0.918518518518518
mut,all,CCDC153,6,0.7,0.918518518518518
mut,all,CCDC167,6,0.7,0.918518518518518
mut,all,CCDC176,3,0.7,0.918518518518518
mut,all,CCDC19,7,0.4,0.918518518518518
mut,all,CCDC25,5,1,1
mut,all,CCDC41,6,0.7,0.918518518518518
mut,all,CCDC43,7,0.4,0.918518518518518
mut,all,CCDC50,8,0.2,0.918518518518518
mut,all,CCDC58,7,0.4,0.918518518518518
mut,all,CCDC62,4,1,1
mut,all,CCDC80,7,0.4,0.918518518518518
mut,all,CCDC81,6,0.7,0.918518518518518
mut,all,CCDC9,6,0.7,0.918518518518518
mut,all,CCDC91,6,0.7,0.918518518518518
mut,all,CCDC96,6,0.7,0.918518518518518
mut,all,CCL19,7,0.4,0.918518518518518
mut,all,CCL2,6,0.7,0.918518518518518
mut,all,CCL20,6,0.7,0.918518518518518
mut,all,CCL3,7,0.4,0.918518518518518
mut,all,CCL3L1,7,0.4,0.918518518518518
mut,all,CCL3L3,7,0.4,0.918518518518518
mut,all,CCL4,6,0.7,0.918518518518518
mut,all,CCL4L2,6,0.7,0.918518518518518
mut,all,CCL5,5,1,1
mut,all,CCNC,6,0.7,0.918518518518518
mut,all,CCND2,7,0.4,0.918518518518518
mut,all,CCNE1,7,0.4,0.918518518518518
mut,all,CCR1,5,1,1
mut,all,CCR10,6,0.7,0.918518518518518
mut,all,CCT2,8,0.2,0.918518518518518
mut,all,CD109,6,0.7,0.918518518518518
mut,all,CD14,5,1,1
mut,all,CD160,7,0.4,0.918518518518518
mut,all,CD180,6,0.7,0.918518518518518
mut,all,CD1C,7,0.4,0.918518518518518
mut,all,CD1E,7,0.4,0.918518518518518
mut,all,CD2,7,0.4,0.918518518518518
mut,all,CD200R1,7,0.4,0.918518518518518
mut,all,CD247,3,0.7,0.918518518518518
mut,all,CD2AP,6,0.7,0.918518518518518
mut,all,CD2BP2,6,0.7,0.918518518518518
mut,all,CD300A,6,0.7,0.918518518518518
mut,all,CD300C,6,0.7,0.918518518518518
mut,all,CD300LB,7,0.4,0.918518518518518
mut,all,CD302,6,0.7,0.918518518518518
mut,all,CD320,7,0.4,0.918518518518518
mut,all,CD3D,6,0.7,0.918518518518518
mut,all,CD3E,5,1,1
mut,all,CD3G,5,1,1
mut,all,CD40,6,0.7,0.918518518518518
mut,all,CD47,7,0.4,0.918518518518518
mut,all,CD5,6,0.7,0.918518518518518
mut,all,CD52,8,0.2,0.918518518518518
mut,all,CD69,7,0.4,0.918518518518518
mut,all,CD7,5,1,1
mut,all,CD72,5,1,1
mut,all,CD74,3,0.7,0.918518518518518
mut,all,CD79A,6,0.7,0.918518518518518
mut,all,CD79B,6,0.7,0.918518518518518
mut,all,CD81,7,0.4,0.918518518518518
mut,all,CD86,7,0.4,0.918518518518518
mut,all,CD9,6,0.7,0.918518518518518
mut,all,CD97,8,0.2,0.918518518518518
mut,all,CDC27,5,1,1
mut,all,CDC42BPB,7,0.4,0.918518518518518
mut,all,CDC42SE1,4,1,1
mut,all,CDCA3,6,0.7,0.918518518518518
mut,all,CDCA7L,6,0.7,0.918518518518518
mut,all,CDH23,6,0.7,0.918518518518518
mut,all,CDK11A,6,0.7,0.918518518518518
mut,all,CDKN1A,4,1,1
mut,all,CDKN1C,5,1,1
mut,all,CDKN3,7,0.4,0.918518518518518
mut,all,CDYL2,4,1,1
mut,all,CEACAM3,7,0.4,0.918518518518518
mut,all,CEBPD,5,1,1
mut,all,CEBPZ,8,0.2,0.918518518518518
mut,all,CENPBD1,6,0.7,0.918518518518518
mut,all,CENPJ,6,0.7,0.918518518518518
mut,all,CENPL,7,0.4,0.918518518518518
mut,all,CENPN,7,0.4,0.918518518518518
mut,all,CENPV,7,0.4,0.918518518518518
mut,all,CEP104,7,0.4,0.918518518518518
mut,all,CEP128,6,0.7,0.918518518518518
mut,all,CEP164,5,1,1
mut,all,CEP19,6,0.7,0.918518518518518
mut,all,CEP57,5,1,1
mut,all,CEP68,5,1,1
mut,all,CERS4,6,0.7,0.918518518518518
mut,all,CETN2,6,0.7,0.918518518518518
mut,all,CFD,5,1,1
mut,all,CHCHD10,5,1,1
mut,all,CHD8,7,0.4,0.918518518518518
mut,all,CHID1,8,0.2,0.918518518518518
mut,all,CHMP1B,7,0.4,0.918518518518518
mut,all,CHURC1,7,0.4,0.918518518518518
mut,all,CIAO1,6,0.7,0.918518518518518
mut,all,CIAPIN1,6,0.7,0.918518518518518
mut,all,CITED2,6,0.7,0.918518518518518
mut,all,CKAP2,6,0.7,0.918518518518518
mut,all,CKB,7,0.4,0.918518518518518
mut,all,CKS2,7,0.4,0.918518518518518
mut,all,CLDN5,6,0.7,0.918518518518518
mut,all,CLEC10A,6,0.7,0.918518518518518
mut,all,CLEC11A,7,0.4,0.918518518518518
mut,all,CLEC16A,6,0.7,0.918518518518518
mut,all,CLEC18A,7,0.4,0.918518518518518
mut,all,CLEC1A,7,0.4,0.918518518518518
mut,all,CLEC1B,4,1,1
mut,all,CLEC2B,8,0.2,0.918518518518518
mut,all,CLEC4D,6,0.7,0.918518518518518
mut,all,CLEC4E,5,1,1
mut,all,CLEC4G,6,0.7,0.918518518518518
mut,all,CLECL1,8,0.2,0.918518518518518
mut,all,CLIC3,3,0.7,0.918518518518518
mut,all,CLIP2,6,0.7,0.918518518518518
mut,all,CLPX,5,1,1
mut,all,CLSPN,7,0.4,0.918518518518518
mut,all,CLSTN3,7,0.4,0.918518518518518
mut,all,CLU,7,0.4,0.918518518518518
mut,all,CMC1,7,0.4,0.918518518518518
mut,all,CMSS1,7,0.4,0.918518518518518
mut,all,CMTM2,2,0.4,0.918518518518518
mut,all,CMTM3,7,0.4,0.918518518518518
mut,all,CMTM5,1,0.2,0.918518518518518
mut,all,CNGA1,7,0.4,0.918518518518518
mut,all,CNN3,7,0.4,0.918518518518518
mut,all,CNOT6L,7,0.4,0.918518518518518
mut,all,CNR2,6,0.7,0.918518518518518
mut,all,CNST,6,0.7,0.918518518518518
mut,all,COASY,7,0.4,0.918518518518518
mut,all,COBLL1,7,0.4,0.918518518518518
mut,all,COG7,6,0.7,0.918518518518518
mut,all,COMTD1,6,0.7,0.918518518518518
mut,all,COPZ2,7,0.4,0.918518518518518
mut,all,COQ10A,7,0.4,0.918518518518518
mut,all,COQ3,6,0.7,0.918518518518518
mut,all,COTL1,3,0.7,0.918518518518518
mut,all,COX20,6,0.7,0.918518518518518
mut,all,CPM,5,1,1
mut,all,CPVL,6,0.7,0.918518518518518
mut,all,CPXM1,3,0.7,0.918518518518518
mut,all,CRB1,4,1,1
mut,all,CREB3,7,0.4,0.918518518518518
mut,all,CREB5,5,1,1
mut,all,CREM,5,1,1
mut,all,CRIM1,7,0.4,0.918518518518518
mut,all,CRIP1,9,0.1,0.918518518518518
mut,all,CRIP3,7,0.4,0.918518518518518
mut,all,CSAD,5,1,1
mut,all,CSF1R,7,0.4,0.918518518518518
mut,all,CSNK1G1,6,0.7,0.918518518518518
mut,all,CSPP1,6,0.7,0.918518518518518
mut,all,CST3,3,0.7,0.918518518518518
mut,all,CST7,3,0.7,0.918518518518518
mut,all,CTDSPL,4,1,1
mut,all,CTNNB1,2,0.4,0.918518518518518
mut,all,CTNS,6,0.7,0.918518518518518
mut,all,CTSC,7,0.4,0.918518518518518
mut,all,CTSG,8,0.2,0.918518518518518
mut,all,CTSL,7,0.4,0.918518518518518
mut,all,CTSW,5,1,1
mut,all,CWC15,8,0.2,0.918518518518518
mut,all,CWC27,8,0.2,0.918518518518518
mut,all,CWF19L2,6,0.7,0.918518518518518
mut,all,CX3CR1,7,0.4,0.918518518518518
mut,all,CXCL1,3,0.7,0.918518518518518
mut,all,CXCL10,8,0.2,0.918518518518518
mut,all,CXCL11,7,0.4,0.918518518518518
mut,all,CXCL16,6,0.7,0.918518518518518
mut,all,CXCL2,5,1,1
mut,all,CXCL3,6,0.7,0.918518518518518
mut,all,CXCL5,3,0.7,0.918518518518518
mut,all,CXCL9,7,0.4,0.918518518518518
mut,all,CXCR4,8,0.2,0.918518518518518
mut,all,CXXC1,5,1,1
mut,all,CXXC5,5,1,1
mut,all,CXorf21,7,0.4,0.918518518518518
mut,all,CYB5D2,5,1,1
mut,all,CYCS,9,0.1,0.918518518518518
mut,all,CYP1B1,4,1,1
mut,all,CYP27A1,6,0.7,0.918518518518518
mut,all,CYP4F22,4,1,1
mut,all,CYP4V2,6,0.7,0.918518518518518
mut,all,CYSLTR2,6,0.7,0.918518518518518
mut,all,CYTIP,7,0.4,0.918518518518518
mut,all,DAAM1,6,0.7,0.918518518518518
mut,all,DAB2,7,0.4,0.918518518518518
mut,all,DALRD3,8,0.2,0.918518518518518
mut,all,DARS,5,1,1
mut,all,DBP,6,0.7,0.918518518518518
mut,all,DCBLD2,6,0.7,0.918518518518518
mut,all,DCST1,7,0.4,0.918518518518518
mut,all,DDB2,6,0.7,0.918518518518518
mut,all,DDIT4,4,1,1
mut,all,DDX1,8,0.2,0.918518518518518
mut,all,DDX11,6,0.7,0.918518518518518
mut,all,DDX23,5,1,1
mut,all,DDX3Y,6,0.7,0.918518518518518
mut,all,DDX59,6,0.7,0.918518518518518
mut,all,DDX6,8,0.2,0.918518518518518
mut,all,DECR1,6,0.7,0.918518518518518
mut,all,DEFB1,7,0.4,0.918518518518518
mut,all,DET1,6,0.7,0.918518518518518
mut,all,DFFA,7,0.4,0.918518518518518
mut,all,DHRS11,6,0.7,0.918518518518518
mut,all,DHRS7B,7,0.4,0.918518518518518
mut,all,DHRS9,6,0.7,0.918518518518518
mut,all,DHX16,6,0.7,0.918518518518518
mut,all,DHX30,7,0.4,0.918518518518518
mut,all,DHX57,5,1,1
mut,all,DHX58,7,0.4,0.918518518518518
mut,all,DIAPH2,7,0.4,0.918518518518518
mut,all,DKC1,5,1,1
mut,all,DMTN,3,0.7,0.918518518518518
mut,all,DNAJA4,6,0.7,0.918518518518518
mut,all,DNAJB5,7,0.4,0.918518518518518
mut,all,DNAJB9,7,0.4,0.918518518518518
mut,all,DNAJC11,7,0.4,0.918518518518518
mut,all,DNAJC12,7,0.4,0.918518518518518
mut,all,DNAJC13,6,0.7,0.918518518518518
mut,all,DNAL4,6,0.7,0.918518518518518
mut,all,DNASE2,6,0.7,0.918518518518518
mut,all,DNPH1,6,0.7,0.918518518518518
mut,all,DOC2A,7,0.4,0.918518518518518
mut,all,DPM2,5,1,1
mut,all,DRAP1,4,1,1
mut,all,DST,5,1,1
mut,all,DSTN,6,0.7,0.918518518518518
mut,all,DUOX1,7,0.4,0.918518518518518
mut,all,DUSP10,6,0.7,0.918518518518518
mut,all,DUSP2,5,1,1
mut,all,DUSP5,7,0.4,0.918518518518518
mut,all,DUSP6,8,0.2,0.918518518518518
mut,all,DYM,7,0.4,0.918518518518518
mut,all,DYSF,4,1,1
mut,all,ECT2,6,0.7,0.918518518518518
mut,all,EEA1,7,0.4,0.918518518518518
mut,all,EEF1A1,7,0.4,0.918518518518518
mut,all,EEF1B2,2,0.4,0.918518518518518
mut,all,EFCAB2,7,0.4,0.918518518518518
mut,all,EFHC1,6,0.7,0.918518518518518
mut,all,EGLN1,5,1,1
mut,all,EGR1,4,1,1
mut,all,EGR2,6,0.7,0.918518518518518
mut,all,EHD1,7,0.4,0.918518518518518
mut,all,EIF2A,5,1,1
mut,all,EIF2B3,5,1,1
mut,all,EIF2S1,8,0.2,0.918518518518518
mut,all,EIF3J,8,0.2,0.918518518518518
mut,all,EIF4E,7,0.4,0.918518518518518
mut,all,EIF5A2,6,0.7,0.918518518518518
mut,all,EIF5B,6,0.7,0.918518518518518
mut,all,EML4,6,0.7,0.918518518518518
mut,all,EMP1,6,0.7,0.918518518518518
mut,all,EMR2,6,0.7,0.918518518518518
mut,all,ENHO,6,0.7,0.918518518518518
mut,all,ENKUR,2,0.4,0.918518518518518
mut,all,EPB41L1,7,0.4,0.918518518518518
mut,all,EPC2,6,0.7,0.918518518518518
mut,all,EPHB6,5,1,1
mut,all,EPM2A,7,0.4,0.918518518518518
mut,all,EPSTI1,5,1,1
mut,all,ERC1,6,0.7,0.918518518518518
mut,all,ERCC4,7,0.4,0.918518518518518
mut,all,ERCC8,6,0.7,0.918518518518518
mut,all,EREG,6,0.7,0.918518518518518
mut,all,ERI3,6,0.7,0.918518518518518
mut,all,ERP27,6,0.7,0.918518518518518
mut,all,ESF1,7,0.4,0.918518518518518
mut,all,ETHE1,6,0.7,0.918518518518518
mut,all,ETS1,3,0.7,0.918518518518518
mut,all,ETV3,5,1,1
mut,all,ETV6,5,1,1
mut,all,ETV7,7,0.4,0.918518518518518
mut,all,EVA1C,6,0.7,0.918518518518518
mut,all,EVI5L,4,1,1
mut,all,EVL,6,0.7,0.918518518518518
mut,all,EXOC3L1,6,0.7,0.918518518518518
mut,all,EXOC4,5,1,1
mut,all,EXOSC1,5,1,1
mut,all,EZR,8,0.2,0.918518518518518
mut,all,F13A1,5,1,1
mut,all,F5,4,1,1
mut,all,F8,6,0.7,0.918518518518518
mut,all,FABP5,7,0.4,0.918518518518518
mut,all,FADD,7,0.4,0.918518518518518
mut,all,FADS1,7,0.4,0.918518518518518
mut,all,FAF2,5,1,1
mut,all,FAHD1,5,1,1
mut,all,FAIM,7,0.4,0.918518518518518
mut,all,FAM107B,8,0.2,0.918518518518518
mut,all,FAM122B,6,0.7,0.918518518518518
mut,all,FAM124B,6,0.7,0.918518518518518
mut,all,FAM127C,6,0.7,0.918518518518518
mut,all,FAM13A,6,0.7,0.918518518518518
mut,all,FAM179B,6,0.7,0.918518518518518
mut,all,FAM20A,7,0.4,0.918518518518518
mut,all,FAM210A,7,0.4,0.918518518518518
mut,all,FAM211A,7,0.4,0.918518518518518
mut,all,FAM213A,5,1,1
mut,all,FAM220A,6,0.7,0.918518518518518
mut,all,FAM222B,7,0.4,0.918518518518518
mut,all,FAM26F,5,1,1
mut,all,FAM27A,7,0.4,0.918518518518518
mut,all,FAM3D,7,0.4,0.918518518518518
mut,all,FAM50A,7,0.4,0.918518518518518
mut,all,FAM72A,6,0.7,0.918518518518518
mut,all,FAM72B,7,0.4,0.918518518518518
mut,all,FAM81A,6,0.7,0.918518518518518
mut,all,FAM89B,6,0.7,0.918518518518518
mut,all,FAM98C,6,0.7,0.918518518518518
mut,all,FBF1,7,0.4,0.918518518518518
mut,all,FBL,8,0.2,0.918518518518518
mut,all,FBN2,6,0.7,0.918518518518518
mut,all,FBP1,5,1,1
mut,all,FBXL8,6,0.7,0.918518518518518
mut,all,FBXO33,5,1,1
mut,all,FBXO36,7,0.4,0.918518518518518
mut,all,FBXO42,5,1,1
mut,all,FBXW4,5,1,1
mut,all,FCAR,5,1,1
mut,all,FCER1A,6,0.7,0.918518518518518
mut,all,FCER1G,6,0.7,0.918518518518518
mut,all,FCER2,6,0.7,0.918518518518518
mut,all,FCGR1A,6,0.7,0.918518518518518
mut,all,FCGR1B,7,0.4,0.918518518518518
mut,all,FCGR2B,5,1,1
mut,all,FCGR3A,5,1,1
mut,all,FCRL1,6,0.7,0.918518518518518
mut,all,FER,5,1,1
mut,all,FFAR3,6,0.7,0.918518518518518
mut,all,FGD2,7,0.4,0.918518518518518
mut,all,FGFBP2,5,1,1
mut,all,FGFBP3,6,0.7,0.918518518518518
mut,all,FHL3,6,0.7,0.918518518518518
mut,all,FIBCD1,6,0.7,0.918518518518518
mut,all,FIGNL1,6,0.7,0.918518518518518
mut,all,FKBP4,6,0.7,0.918518518518518
mut,all,FKBP5,8,0.2,0.918518518518518
mut,all,FKBP6,2,0.4,0.918518518518518
mut,all,FMN1,6,0.7,0.918518518518518
mut,all,FMNL2,7,0.4,0.918518518518518
mut,all,FOLR2,5,1,1
mut,all,FOLR3,5,1,1
mut,all,FOXJ2,5,1,1
mut,all,FOXO4,5,1,1
mut,all,FOXRED2,6,0.7,0.918518518518518
mut,all,FPR1,6,0.7,0.918518518518518
mut,all,FRA10AC1,8,0.2,0.918518518518518
mut,all,FRMD4B,5,1,1
mut,all,FSCN1,6,0.7,0.918518518518518
mut,all,FTH1,4,1,1
mut,all,FTL,3,0.7,0.918518518518518
mut,all,FTSJ1,7,0.4,0.918518518518518
mut,all,FUCA1,5,1,1
mut,all,FUOM,5,1,1
mut,all,FXR2,5,1,1
mut,all,FZD3,6,0.7,0.918518518518518
mut,all,G0S2,4,1,1
mut,all,GAD1,6,0.7,0.918518518518518
mut,all,GADD45A,5,1,1
mut,all,GADD45B,5,1,1
mut,all,GADD45G,6,0.7,0.918518518518518
mut,all,GALE,7,0.4,0.918518518518518
